specificity_target,mean_sensitivity,sd_sensitivity,mean_specificity,sd_specificity,mean_FP_per_100k,mean_TP_per_100k,mean_referrals_per_100k,n_splits
0.95,0.9343901515149275,0.12856873596269694,0.11909671170956808,0.10365854890032856,87870.10300697059,233.59753787873188,88103.70054484931,200
0.97,0.9343901515149275,0.12856873596269694,0.11909671170956808,0.10365854890032856,87870.10300697059,233.59753787873188,88103.70054484931,200
0.98,0.9343901515149275,0.12856873596269694,0.11909671170956808,0.10365854890032856,87870.10300697059,233.59753787873188,88103.70054484931,200
0.99,0.9343901515149275,0.12856873596269694,0.11909671170956808,0.10365854890032856,87870.10300697059,233.59753787873188,88103.70054484931,200
0.995,0.9343901515149275,0.12856873596269694,0.11909671170956808,0.10365854890032856,87870.10300697059,233.59753787873188,88103.70054484931,200
0.999,0.9343901515149275,0.12856873596269694,0.11909671170956808,0.10365854890032856,87870.10300697059,233.59753787873188,88103.70054484931,200
