specificity_target,threshold_train,sensitivity,specificity,PPV_at_pi,TP_per_100k,FP_per_100k,referrals_per_100k,split
0.95,0.6635079342580577,0.99999999999975,0.03571428571428444,0.0025923525599448154,249.9999999999375,96187.50000000012,96437.50000000006,20
0.97,0.6635079342580577,0.99999999999975,0.03571428571428444,0.0025923525599448154,249.9999999999375,96187.50000000012,96437.50000000006,20
0.98,0.6635079342580577,0.99999999999975,0.03571428571428444,0.0025923525599448154,249.9999999999375,96187.50000000012,96437.50000000006,20
0.99,0.6635079342580577,0.99999999999975,0.03571428571428444,0.0025923525599448154,249.9999999999375,96187.50000000012,96437.50000000006,20
0.995,0.6635079342580577,0.99999999999975,0.03571428571428444,0.0025923525599448154,249.9999999999375,96187.50000000012,96437.50000000006,20
0.999,0.6635079342580577,0.99999999999975,0.03571428571428444,0.0025923525599448154,249.9999999999375,96187.50000000012,96437.50000000006,20
0.95,0.6326907618935906,0.999999999999875,0.3333333333333195,0.00374531835205377,249.99999999996874,66500.00000000138,66750.00000000135,21
0.97,0.6326907618935906,0.999999999999875,0.3333333333333195,0.00374531835205377,249.99999999996874,66500.00000000138,66750.00000000135,21
0.98,0.6326907618935906,0.999999999999875,0.3333333333333195,0.00374531835205377,249.99999999996874,66500.00000000138,66750.00000000135,21
0.99,0.6326907618935906,0.999999999999875,0.3333333333333195,0.00374531835205377,249.99999999996874,66500.00000000138,66750.00000000135,21
0.995,0.6326907618935906,0.999999999999875,0.3333333333333195,0.00374531835205377,249.99999999996874,66500.00000000138,66750.00000000135,21
0.999,0.6326907618935906,0.999999999999875,0.3333333333333195,0.00374531835205377,249.99999999996874,66500.00000000138,66750.00000000135,21
0.95,0.664376850946444,0.8888888888887901,0.4090909090908905,0.003755948697148414,222.22222222219753,58943.18181818367,59165.40404040587,22
0.97,0.664376850946444,0.8888888888887901,0.4090909090908905,0.003755948697148414,222.22222222219753,58943.18181818367,59165.40404040587,22
0.98,0.664376850946444,0.8888888888887901,0.4090909090908905,0.003755948697148414,222.22222222219753,58943.18181818367,59165.40404040587,22
0.99,0.664376850946444,0.8888888888887901,0.4090909090908905,0.003755948697148414,222.22222222219753,58943.18181818367,59165.40404040587,22
0.995,0.664376850946444,0.8888888888887901,0.4090909090908905,0.003755948697148414,222.22222222219753,58943.18181818367,59165.40404040587,22
0.999,0.664376850946444,0.8888888888887901,0.4090909090908905,0.003755948697148414,222.22222222219753,58943.18181818367,59165.40404040587,22
0.95,0.6496538009336061,0.9999999999997999,0.222222222222214,0.0032119914346847066,249.99999999994998,77583.33333333416,77833.33333333411,23
0.97,0.6496538009336061,0.9999999999997999,0.222222222222214,0.0032119914346847066,249.99999999994998,77583.33333333416,77833.33333333411,23
0.98,0.6496538009336061,0.9999999999997999,0.222222222222214,0.0032119914346847066,249.99999999994998,77583.33333333416,77833.33333333411,23
0.99,0.6496538009336061,0.9999999999997999,0.222222222222214,0.0032119914346847066,249.99999999994998,77583.33333333416,77833.33333333411,23
0.995,0.6496538009336061,0.9999999999997999,0.222222222222214,0.0032119914346847066,249.99999999994998,77583.33333333416,77833.33333333411,23
0.999,0.6496538009336061,0.9999999999997999,0.222222222222214,0.0032119914346847066,249.99999999994998,77583.33333333416,77833.33333333411,23
0.95,0.8219334436101442,0.99999999999975,0.0,0.0024999999999968767,249.9999999999375,99750.0,99999.99999999994,24
0.97,0.8219334436101442,0.99999999999975,0.0,0.0024999999999968767,249.9999999999375,99750.0,99999.99999999994,24
0.98,0.8219334436101442,0.99999999999975,0.0,0.0024999999999968767,249.9999999999375,99750.0,99999.99999999994,24
0.99,0.8219334436101442,0.99999999999975,0.0,0.0024999999999968767,249.9999999999375,99750.0,99999.99999999994,24
0.995,0.8219334436101442,0.99999999999975,0.0,0.0024999999999968767,249.9999999999375,99750.0,99999.99999999994,24
0.999,0.8219334436101442,0.99999999999975,0.0,0.0024999999999968767,249.9999999999375,99750.0,99999.99999999994,24
0.95,0.6708808722052096,0.9999999999997999,0.18518518518517835,0.0030664395229938984,249.99999999994998,81277.77777777846,81527.77777777842,25
0.97,0.6708808722052096,0.9999999999997999,0.18518518518517835,0.0030664395229938984,249.99999999994998,81277.77777777846,81527.77777777842,25
0.98,0.6708808722052096,0.9999999999997999,0.18518518518517835,0.0030664395229938984,249.99999999994998,81277.77777777846,81527.77777777842,25
0.99,0.6708808722052096,0.9999999999997999,0.18518518518517835,0.0030664395229938984,249.99999999994998,81277.77777777846,81527.77777777842,25
0.995,0.6708808722052096,0.9999999999997999,0.18518518518517835,0.0030664395229938984,249.99999999994998,81277.77777777846,81527.77777777842,25
0.999,0.6708808722052096,0.9999999999997999,0.18518518518517835,0.0030664395229938984,249.99999999994998,81277.77777777846,81527.77777777842,25
0.95,0.6698627013116992,0.9999999999998334,0.07692307692307397,0.002707769214743536,249.99999999995833,92076.92307692337,92326.92307692333,26
0.97,0.6698627013116992,0.9999999999998334,0.07692307692307397,0.002707769214743536,249.99999999995833,92076.92307692337,92326.92307692333,26
0.98,0.6698627013116992,0.9999999999998334,0.07692307692307397,0.002707769214743536,249.99999999995833,92076.92307692337,92326.92307692333,26
0.99,0.6698627013116992,0.9999999999998334,0.07692307692307397,0.002707769214743536,249.99999999995833,92076.92307692337,92326.92307692333,26
0.995,0.6698627013116992,0.9999999999998334,0.07692307692307397,0.002707769214743536,249.99999999995833,92076.92307692337,92326.92307692333,26
0.999,0.6698627013116992,0.9999999999998334,0.07692307692307397,0.002707769214743536,249.99999999995833,92076.92307692337,92326.92307692333,26
0.95,0.6752877836760194,0.9999999999995,0.09999999999999667,0.0027770063871102105,249.999999999875,89775.00000000033,90025.0000000002,27
0.97,0.6752877836760194,0.9999999999995,0.09999999999999667,0.0027770063871102105,249.999999999875,89775.00000000033,90025.0000000002,27
0.98,0.6752877836760194,0.9999999999995,0.09999999999999667,0.0027770063871102105,249.999999999875,89775.00000000033,90025.0000000002,27
0.99,0.6752877836760194,0.9999999999995,0.09999999999999667,0.0027770063871102105,249.999999999875,89775.00000000033,90025.0000000002,27
0.995,0.6752877836760194,0.9999999999995,0.09999999999999667,0.0027770063871102105,249.999999999875,89775.00000000033,90025.0000000002,27
0.999,0.6752877836760194,0.9999999999995,0.09999999999999667,0.0027770063871102105,249.999999999875,89775.00000000033,90025.0000000002,27
0.95,0.6841757271504313,0.9999999999996666,0.1034482758620654,0.002787657406513304,249.99999999991664,89431.03448275897,89681.03448275889,28
0.97,0.6841757271504313,0.9999999999996666,0.1034482758620654,0.002787657406513304,249.99999999991664,89431.03448275897,89681.03448275889,28
0.98,0.6841757271504313,0.9999999999996666,0.1034482758620654,0.002787657406513304,249.99999999991664,89431.03448275897,89681.03448275889,28
0.99,0.6841757271504313,0.9999999999996666,0.1034482758620654,0.002787657406513304,249.99999999991664,89431.03448275897,89681.03448275889,28
0.995,0.6841757271504313,0.9999999999996666,0.1034482758620654,0.002787657406513304,249.99999999991664,89431.03448275897,89681.03448275889,28
0.999,0.6841757271504313,0.9999999999996666,0.1034482758620654,0.002787657406513304,249.99999999991664,89431.03448275897,89681.03448275889,28
0.95,0.7768119114467332,0.9999999999998571,0.039999999999998405,0.0026038954275565416,249.99999999996427,95760.00000000016,96010.00000000013,29
0.97,0.7768119114467332,0.9999999999998571,0.039999999999998405,0.0026038954275565416,249.99999999996427,95760.00000000016,96010.00000000013,29
0.98,0.7768119114467332,0.9999999999998571,0.039999999999998405,0.0026038954275565416,249.99999999996427,95760.00000000016,96010.00000000013,29
0.99,0.7768119114467332,0.9999999999998571,0.039999999999998405,0.0026038954275565416,249.99999999996427,95760.00000000016,96010.00000000013,29
0.995,0.7768119114467332,0.9999999999998571,0.039999999999998405,0.0026038954275565416,249.99999999996427,95760.00000000016,96010.00000000013,29
0.999,0.7768119114467332,0.9999999999998571,0.039999999999998405,0.0026038954275565416,249.99999999996427,95760.00000000016,96010.00000000013,29
0.95,0.6877211284669971,0.9999999999996666,0.03448275862068847,0.0025890545486974637,249.99999999991664,96310.34482758632,96560.34482758623,30
0.97,0.6877211284669971,0.9999999999996666,0.03448275862068847,0.0025890545486974637,249.99999999991664,96310.34482758632,96560.34482758623,30
0.98,0.6877211284669971,0.9999999999996666,0.03448275862068847,0.0025890545486974637,249.99999999991664,96310.34482758632,96560.34482758623,30
0.99,0.6877211284669971,0.9999999999996666,0.03448275862068847,0.0025890545486974637,249.99999999991664,96310.34482758632,96560.34482758623,30
0.995,0.6877211284669971,0.9999999999996666,0.03448275862068847,0.0025890545486974637,249.99999999991664,96310.34482758632,96560.34482758623,30
0.999,0.6877211284669971,0.9999999999996666,0.03448275862068847,0.0025890545486974637,249.99999999991664,96310.34482758632,96560.34482758623,30
0.95,0.6611875616861446,0.7499999999998125,0.03571428571428444,0.0019455252918262873,187.49999999995313,96187.50000000012,96375.00000000007,31
0.97,0.6611875616861446,0.7499999999998125,0.03571428571428444,0.0019455252918262873,187.49999999995313,96187.50000000012,96375.00000000007,31
0.98,0.6611875616861446,0.7499999999998125,0.03571428571428444,0.0019455252918262873,187.49999999995313,96187.50000000012,96375.00000000007,31
0.99,0.6611875616861446,0.7499999999998125,0.03571428571428444,0.0019455252918262873,187.49999999995313,96187.50000000012,96375.00000000007,31
0.995,0.6611875616861446,0.7499999999998125,0.03571428571428444,0.0019455252918262873,187.49999999995313,96187.50000000012,96375.00000000007,31
0.999,0.6611875616861446,0.7499999999998125,0.03571428571428444,0.0019455252918262873,187.49999999995313,96187.50000000012,96375.00000000007,31
0.95,0.6607638325583803,0.9999999999998334,0.038461538461536986,0.0025997400259942607,249.99999999995833,95913.46153846169,96163.46153846165,32
0.97,0.6607638325583803,0.9999999999998334,0.038461538461536986,0.0025997400259942607,249.99999999995833,95913.46153846169,96163.46153846165,32
0.98,0.6607638325583803,0.9999999999998334,0.038461538461536986,0.0025997400259942607,249.99999999995833,95913.46153846169,96163.46153846165,32
0.99,0.6607638325583803,0.9999999999998334,0.038461538461536986,0.0025997400259942607,249.99999999995833,95913.46153846169,96163.46153846165,32
0.995,0.6607638325583803,0.9999999999998334,0.038461538461536986,0.0025997400259942607,249.99999999995833,95913.46153846169,96163.46153846165,32
0.999,0.6607638325583803,0.9999999999998334,0.038461538461536986,0.0025997400259942607,249.99999999995833,95913.46153846169,96163.46153846165,32
0.95,0.7817047920361054,0.9999999999998571,0.039999999999998405,0.0026038954275565416,249.99999999996427,95760.00000000016,96010.00000000013,33
0.97,0.7817047920361054,0.9999999999998571,0.039999999999998405,0.0026038954275565416,249.99999999996427,95760.00000000016,96010.00000000013,33
0.98,0.7817047920361054,0.9999999999998571,0.039999999999998405,0.0026038954275565416,249.99999999996427,95760.00000000016,96010.00000000013,33
0.99,0.7817047920361054,0.9999999999998571,0.039999999999998405,0.0026038954275565416,249.99999999996427,95760.00000000016,96010.00000000013,33
0.995,0.7817047920361054,0.9999999999998571,0.039999999999998405,0.0026038954275565416,249.99999999996427,95760.00000000016,96010.00000000013,33
0.999,0.7817047920361054,0.9999999999998571,0.039999999999998405,0.0026038954275565416,249.99999999996427,95760.00000000016,96010.00000000013,33
0.95,0.6480028252337912,0.9999999999997999,0.111111111111107,0.002811621368318663,249.99999999994998,88666.66666666708,88916.66666666704,34
0.97,0.6480028252337912,0.9999999999997999,0.111111111111107,0.002811621368318663,249.99999999994998,88666.66666666708,88916.66666666704,34
0.98,0.6480028252337912,0.9999999999997999,0.111111111111107,0.002811621368318663,249.99999999994998,88666.66666666708,88916.66666666704,34
0.99,0.6480028252337912,0.9999999999997999,0.111111111111107,0.002811621368318663,249.99999999994998,88666.66666666708,88916.66666666704,34
0.995,0.6480028252337912,0.9999999999997999,0.111111111111107,0.002811621368318663,249.99999999994998,88666.66666666708,88916.66666666704,34
0.999,0.6480028252337912,0.9999999999997999,0.111111111111107,0.002811621368318663,249.99999999994998,88666.66666666708,88916.66666666704,34
0.95,0.6841862856936342,0.99999999999975,0.0,0.0024999999999968767,249.9999999999375,99750.0,99999.99999999994,35
0.97,0.6841862856936342,0.99999999999975,0.0,0.0024999999999968767,249.9999999999375,99750.0,99999.99999999994,35
0.98,0.6841862856936342,0.99999999999975,0.0,0.0024999999999968767,249.9999999999375,99750.0,99999.99999999994,35
0.99,0.6841862856936342,0.99999999999975,0.0,0.0024999999999968767,249.9999999999375,99750.0,99999.99999999994,35
0.995,0.6841862856936342,0.99999999999975,0.0,0.0024999999999968767,249.9999999999375,99750.0,99999.99999999994,35
