specificity_target,threshold_train,sensitivity,specificity,PPV_at_pi,TP_per_100k,FP_per_100k,referrals_per_100k,split
0.97,0.8446586914339165,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,16
0.98,0.8446586914339165,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,16
0.99,0.8446586914339165,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,16
0.995,0.8446586914339165,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,16
0.999,0.8446586914339165,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,16
0.8,0.7961003276247298,0.12499999999998437,0.8333333333332986,0.0018761726078680362,31.249999999996092,16625.000000003463,16656.25000000346,17
0.95,0.8489515219616859,0.0,0.9166666666666285,0.0,0.0,8312.500000003802,8312.500000003802,17
0.97,0.8489515219616859,0.0,0.9166666666666285,0.0,0.0,8312.500000003802,8312.500000003802,17
0.98,0.8489515219616859,0.0,0.9166666666666285,0.0,0.0,8312.500000003802,8312.500000003802,17
0.99,inf,0.0,0.9999999999999584,0.0,0.0,4.152928001488476e-09,4.152928001488476e-09,17
0.995,inf,0.0,0.9999999999999584,0.0,0.0,4.152928001488476e-09,4.152928001488476e-09,17
0.999,inf,0.0,0.9999999999999584,0.0,0.0,4.152928001488476e-09,4.152928001488476e-09,17
0.8,0.7847849961408009,0.22222222222219754,0.78260869565214,0.002555413588121557,55.55555555554938,21684.78260869904,21740.33816425459,18
0.95,0.8309258752072571,0.0,0.9565217391303933,0.0,0.0,4336.956521743269,4336.956521743269,18
0.97,inf,0.0,0.9999999999999566,0.0,0.0,4.330119596218651e-09,4.330119596218651e-09,18
0.98,inf,0.0,0.9999999999999566,0.0,0.0,4.330119596218651e-09,4.330119596218651e-09,18
0.99,inf,0.0,0.9999999999999566,0.0,0.0,4.330119596218651e-09,4.330119596218651e-09,18
0.995,inf,0.0,0.9999999999999566,0.0,0.0,4.330119596218651e-09,4.330119596218651e-09,18
0.999,inf,0.0,0.9999999999999566,0.0,0.0,4.330119596218651e-09,4.330119596218651e-09,18
0.8,0.7747981316388912,0.16666666666663887,0.7692307692307397,0.001806810284911717,41.666666666659715,23019.23076923371,23060.89743590037,19
0.95,0.8174007001505683,0.16666666666663887,0.8846153846153506,0.0036071032186130634,41.666666666659715,11509.615384618777,11551.282051285438,19
0.97,0.8174007001505683,0.16666666666663887,0.8846153846153506,0.0036071032186130634,41.666666666659715,11509.615384618777,11551.282051285438,19
0.98,inf,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,19
0.99,inf,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,19
0.995,inf,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,19
0.999,inf,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,19
0.8,0.7563555034718589,0.2499999999999375,0.7857142857142577,0.002915451895029025,62.499999999984375,21375.000000002794,21437.50000000278,20
0.95,0.8320643767508801,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,20
0.97,0.8320643767508801,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,20
0.98,0.8320643767508801,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,20
0.99,0.8320643767508801,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,20
0.995,0.8320643767508801,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,20
0.999,0.8320643767508801,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,20
0.8,inf,0.0,0.9999999999999584,0.0,0.0,4.152928001488476e-09,4.152928001488476e-09,21
0.95,inf,0.0,0.9999999999999584,0.0,0.0,4.152928001488476e-09,4.152928001488476e-09,21
0.97,inf,0.0,0.9999999999999584,0.0,0.0,4.152928001488476e-09,4.152928001488476e-09,21
0.98,inf,0.0,0.9999999999999584,0.0,0.0,4.152928001488476e-09,4.152928001488476e-09,21
0.99,inf,0.0,0.9999999999999584,0.0,0.0,4.152928001488476e-09,4.152928001488476e-09,21
0.995,inf,0.0,0.9999999999999584,0.0,0.0,4.152928001488476e-09,4.152928001488476e-09,21
0.999,inf,0.0,0.9999999999999584,0.0,0.0,4.152928001488476e-09,4.152928001488476e-09,21
0.8,0.7835760484135249,0.3333333333332963,0.9999999999999546,0.9999999987456465,83.33333333332408,4.529460140290098e-09,83.33333333785353,22
0.95,0.869615439577001,0.0,0.9999999999999546,0.0,0.0,4.529460140290098e-09,4.529460140290098e-09,22
0.97,0.869615439577001,0.0,0.9999999999999546,0.0,0.0,4.529460140290098e-09,4.529460140290098e-09,22
0.98,0.869615439577001,0.0,0.9999999999999546,0.0,0.0,4.529460140290098e-09,4.529460140290098e-09,22
0.99,0.869615439577001,0.0,0.9999999999999546,0.0,0.0,4.529460140290098e-09,4.529460140290098e-09,22
0.995,0.869615439577001,0.0,0.9999999999999546,0.0,0.0,4.529460140290098e-09,4.529460140290098e-09,22
0.999,0.869615439577001,0.0,0.9999999999999546,0.0,0.0,4.529460140290098e-09,4.529460140290098e-09,22
0.8,0.7808243460875445,0.0,0.888888888888856,0.0,0.0,11083.333333336615,11083.333333336615,23
0.95,0.8380968351208884,0.0,0.9629629629629274,0.0,0.0,3694.4444444479936,3694.4444444479936,23
0.97,0.8380968351208884,0.0,0.9629629629629274,0.0,0.0,3694.4444444479936,3694.4444444479936,23
0.98,0.8380968351208884,0.0,0.9629629629629274,0.0,0.0,3694.4444444479936,3694.4444444479936,23
0.99,inf,0.0,0.999999999999963,0.0,0.0,3.687800065321767e-09,3.687800065321767e-09,23
0.995,inf,0.0,0.999999999999963,0.0,0.0,3.687800065321767e-09,3.687800065321767e-09,23
0.999,inf,0.0,0.999999999999963,0.0,0.0,3.687800065321767e-09,3.687800065321767e-09,23
0.8,0.7836266119970594,0.499999999999875,0.7499999999999732,0.004987531172048153,124.99999999996875,24937.50000000267,25062.500000002638,24
0.95,0.8429438444856138,0.0,0.9285714285713955,0.0,0.0,7125.000000003297,7125.000000003297,24
0.97,0.8429438444856138,0.0,0.9285714285713955,0.0,0.0,7125.000000003297,7125.000000003297,24
0.98,0.8735658137804971,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,24
0.99,0.8735658137804971,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,24
0.995,0.8735658137804971,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,24
0.999,0.8735658137804971,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,24
0.8,0.8050744140890843,0.0,0.999999999999963,0.0,0.0,3.687800065321767e-09,3.687800065321767e-09,25
0.95,0.8097002768875099,0.0,0.999999999999963,0.0,0.0,3.687800065321767e-09,3.687800065321767e-09,25
0.97,inf,0.0,0.999999999999963,0.0,0.0,3.687800065321767e-09,3.687800065321767e-09,25
0.98,inf,0.0,0.999999999999963,0.0,0.0,3.687800065321767e-09,3.687800065321767e-09,25
0.99,inf,0.0,0.999999999999963,0.0,0.0,3.687800065321767e-09,3.687800065321767e-09,25
0.995,inf,0.0,0.999999999999963,0.0,0.0,3.687800065321767e-09,3.687800065321767e-09,25
0.999,inf,0.0,0.999999999999963,0.0,0.0,3.687800065321767e-09,3.687800065321767e-09,25
0.8,0.7868235003802715,0.16666666666663887,0.9999999999999616,0.9999999975080376,41.666666666659715,3.831768236040034e-09,41.66666667049148,26
0.95,0.7868235003802715,0.16666666666663887,0.9999999999999616,0.9999999975080376,41.666666666659715,3.831768236040034e-09,41.66666667049148,26
0.97,0.7994764685858631,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,26
0.98,0.7994764685858631,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,26
0.99,inf,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,26
0.995,inf,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,26
0.999,inf,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,26
0.8,0.7735193463083793,0.0,0.7666666666666412,0.0,0.0,23275.000000002543,23275.000000002543,27
0.95,0.824604592040717,0.0,0.9999999999999667,0.0,0.0,3.322342401190781e-09,3.322342401190781e-09,27
0.97,inf,0.0,0.9999999999999667,0.0,0.0,3.322342401190781e-09,3.322342401190781e-09,27
0.98,inf,0.0,0.9999999999999667,0.0,0.0,3.322342401190781e-09,3.322342401190781e-09,27
0.99,inf,0.0,0.9999999999999667,0.0,0.0,3.322342401190781e-09,3.322342401190781e-09,27
0.995,inf,0.0,0.9999999999999667,0.0,0.0,3.322342401190781e-09,3.322342401190781e-09,27
0.999,inf,0.0,0.9999999999999667,0.0,0.0,3.322342401190781e-09,3.322342401190781e-09,27
0.8,0.7824407702804781,0.0,0.7586206896551463,0.0,0.0,24077.58620689916,24077.58620689916,28
0.95,0.8362716105842598,0.0,0.9999999999999656,0.0,0.0,3.4330871478971403e-09,3.4330871478971403e-09,28
0.97,0.8362716105842598,0.0,0.9999999999999656,0.0,0.0,3.4330871478971403e-09,3.4330871478971403e-09,28
0.98,0.8362716105842598,0.0,0.9999999999999656,0.0,0.0,3.4330871478971403e-09,3.4330871478971403e-09,28
0.99,0.8362716105842598,0.0,0.9999999999999656,0.0,0.0,3.4330871478971403e-09,3.4330871478971403e-09,28
0.995,0.8362716105842598,0.0,0.9999999999999656,0.0,0.0,3.4330871478971403e-09,3.4330871478971403e-09,28
0.999,0.8362716105842598,0.0,0.9999999999999656,0.0,0.0,3.4330871478971403e-09,3.4330871478971403e-09,28
0.8,0.7661973432457181,0.7142857142856123,0.7999999999999681,0.008871540099314514,178.57142857140306,19950.000000003183,20128.571428574585,29
0.95,0.8400763902664021,0.14285714285712245,0.99999999999996,0.9999999970883693,35.714285714280614,3.986810881428937e-09,35.714285718267426,29
0.97,0.8400763902664021,0.14285714285712245,0.99999999999996,0.9999999970883693,35.714285714280614,3.986810881428937e-09,35.714285718267426,29
0.98,0.8400763902664021,0.14285714285712245,0.99999999999996,0.9999999970883693,35.714285714280614,3.986810881428937e-09,35.714285718267426,29
0.99,0.8400763902664021,0.14285714285712245,0.99999999999996,0.9999999970883693,35.714285714280614,3.986810881428937e-09,35.714285718267426,29
0.995,0.8400763902664021,0.14285714285712245,0.99999999999996,0.9999999970883693,35.714285714280614,3.986810881428937e-09,35.714285718267426,29
0.999,0.8400763902664021,0.14285714285712245,0.99999999999996,0.9999999970883693,35.714285714280614,3.986810881428937e-09,35.714285718267426,29
0.8,0.782132621404553,0.33333333333322224,0.8965517241379002,0.008011049723674874,83.33333333330556,10318.965517244456,10402.298850577761,30
0.95,0.820580452116995,0.33333333333322224,0.9310344827585887,0.011968633924705176,83.33333333330556,6879.310344830778,6962.643678164084,30
0.97,inf,0.0,0.9999999999999656,0.0,0.0,3.4330871478971403e-09,3.4330871478971403e-09,30
0.98,inf,0.0,0.9999999999999656,0.0,0.0,3.4330871478971403e-09,3.4330871478971403e-09,30
0.99,inf,0.0,0.9999999999999656,0.0,0.0,3.4330871478971403e-09,3.4330871478971403e-09,30
0.995,inf,0.0,0.9999999999999656,0.0,0.0,3.4330871478971403e-09,3.4330871478971403e-09,30
0.999,inf,0.0,0.9999999999999656,0.0,0.0,3.4330871478971403e-09,3.4330871478971403e-09,30
0.8,0.7777675261893925,0.0,0.8571428571428266,0.0,0.0,14250.00000000305,14250.00000000305,31
0.95,0.827235730622355,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,31
0.97,0.827235730622355,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,31
0.98,0.827235730622355,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,31
0.99,0.827235730622355,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,31
0.995,0.827235730622355,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,31
0.999,0.827235730622355,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,31
0.8,0.7881960242411379,0.16666666666663887,0.9230769230768876,0.005400914000757529,41.666666666659715,7673.076923080462,7714.743589747121,32
0.95,0.8340842537127915,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,32
0.97,0.8340842537127915,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,32
0.98,inf,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,32
0.99,inf,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,32
0.995,inf,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,32
0.999,inf,0.0,0.9999999999999616,0.0,0.0,3.831768236040034e-09,3.831768236040034e-09,32
0.8,0.7600529682186931,0.2857142857142449,0.9199999999999633,0.008871540099245772,71.42857142856123,7980.000000003662,8051.428571432223,33
0.95,0.8190346316811863,0.0,0.99999999999996,0.0,0.0,3.986810881428937e-09,3.986810881428937e-09,33
0.97,0.8448802424155989,0.0,0.99999999999996,0.0,0.0,3.986810881428937e-09,3.986810881428937e-09,33
0.98,0.8448802424155989,0.0,0.99999999999996,0.0,0.0,3.986810881428937e-09,3.986810881428937e-09,33
0.99,0.8448802424155989,0.0,0.99999999999996,0.0,0.0,3.986810881428937e-09,3.986810881428937e-09,33
0.995,0.8448802424155989,0.0,0.99999999999996,0.0,0.0,3.986810881428937e-09,3.986810881428937e-09,33
0.999,0.8448802424155989,0.0,0.99999999999996,0.0,0.0,3.986810881428937e-09,3.986810881428937e-09,33
0.8,0.8032581658119917,0.19999999999996,0.888888888888856,0.004491017964029298,49.999999999989996,11083.333333336615,11133.333333336606,34
0.95,inf,0.0,0.999999999999963,0.0,0.0,3.687800065321767e-09,3.687800065321767e-09,34
0.97,inf,0.0,0.999999999999963,0.0,0.0,3.687800065321767e-09,3.687800065321767e-09,34
0.98,inf,0.0,0.999999999999963,0.0,0.0,3.687800065321767e-09,3.687800065321767e-09,34
0.99,inf,0.0,0.999999999999963,0.0,0.0,3.687800065321767e-09,3.687800065321767e-09,34
0.995,inf,0.0,0.999999999999963,0.0,0.0,3.687800065321767e-09,3.687800065321767e-09,34
0.999,inf,0.0,0.999999999999963,0.0,0.0,3.687800065321767e-09,3.687800065321767e-09,34
0.8,0.7782947174345067,0.2499999999999375,0.8214285714285421,0.0034965034964824916,62.499999999984375,17812.50000000293,17875.000000002914,35
0.95,0.8377721676178201,0.0,0.9642857142856799,0.0,0.0,3562.5000000034315,3562.5000000034315,35
0.97,0.8377721676178201,0.0,0.9642857142856799,0.0,0.0,3562.5000000034315,3562.5000000034315,35
0.98,0.8377721676178201,0.0,0.9642857142856799,0.0,0.0,3562.5000000034315,3562.5000000034315,35
0.99,inf,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,35
0.995,inf,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,35
0.999,inf,0.0,0.9999999999999644,0.0,0.0,3.5549063692741356e-09,3.5549063692741356e-09,35
0.8,0.7857739442903562,0.16666666666663887,0.7692307692307397,0.001806810284911717,41.666666666659715,23019.23076923371,23060.89743590037,36
